codmicro,nomemicro,longitude,latitude
43015,Vacaria,-50.738218682795704,-28.649867500177926
43016,Caxias do Sul,-51.30739221418046,-29.07687562794568
43017,Santiago,-54.35988779017372,-29.103228818419748
43018,Santa Maria,-54.21790487163713,-29.825467034575627
43019,Restinga Seca,-53.38852945070995,-29.713672462798566
43020,Santa Cruz do Sul,-52.6811706349496,-29.516860127569657
43021,Lajeado-Estrela,-51.99993303501078,-29.375809065149785
43022,Cachoeira do Sul,-52.74145896637446,-30.09325720324801
43023,Montenegro,-51.42626492716615,-29.56048569686424
43024,Gramado-Canela,-50.825758832520116,-29.51829286820902
43025,São Jerônimo,-51.868611925604526,-30.115940673138073
43026,Porto Alegre,-51.11129248886037,-30.021595600453256
43027,Osório,-50.44109153816971,-30.176479257190568
43028,Camaquã,-51.73914694962092,-30.707665033601156
43029,Campanha Ocidental,-56.03622843972534,-29.55053029384838
43030,Campanha Central,-55.014587285633105,-30.487686344361734
43031,Campanha Meridional,-54.25832626365002,-31.168263700542706
43032,Serras de Sudeste,-53.124500701442436,-30.995299704522854
43033,Pelotas,-52.460128917959025,-31.39368740511303
43034,Jaguarão,-53.263884970592244,-32.16648269529265
43035,Litoral Lagunar,-52.670790261747726,-32.720414956754595
50001,Baixo Pantanal,-56.86627109941852,-19.274174156367415
50002,Aquidauana,-55.955082969348936,-20.001947987220145
50003,Alto Taquari,-54.36955217267148,-18.57893292790763
50004,Campo Grande,-54.60393428247236,-20.493154344456517
50005,Cassilândia,-52.83148130036795,-18.81755243373544
50006,Paranaíba,-51.718291220444286,-19.76049134729305
50007,Três Lagoas,-52.93180713647737,-20.53086365788807
50008,Nova Andradina,-53.08190617739508,-22.073440972743054
50009,Bodoquena,-56.45161794687776,-21.381933412108776
50010,Dourados,-55.01452068294368,-22.206672417580737
50011,Iguatemi,-54.34346302307684,-23.110308074328803
51001,Aripuanã,-59.55953652154701,-10.567676857213804
51002,Alta Floresta,-57.49565981753688,-9.33929352930316
51003,Colíder,-54.77517679050899,-10.155400308911313
51004,Parecis,-58.698554409889425,-13.398050258918468
51005,Arinos,-57.15839369070077,-11.69971180543478
51006,Alto Teles Pires,-55.992260459811426,-13.063084257566755
51007,Sinop,-54.63092465860859,-11.775615489084608
51008,Paranatinga,-53.975238493948396,-13.562854525266093
51009,Norte Araguaia,-51.89759214397318,-11.325943789784912
51010,Canarana,-52.65542659466808,-14.07242669449061
51011,Médio Araguaia,-51.57459657325256,-14.357752920116768
51012,Alto Guaporé,-59.693879407918885,-14.987476847211143
51013,Tangará da Serra,-57.95366067363594,-14.70066830745458
51014,Jauru,-58.57432697025481,-15.580572385007684
51015,Alto Paraguai,-56.958221433877256,-14.554312147592823
51016,Rosário Oeste,-55.930965400680634,-14.766620645527924
51017,Cuiabá,-55.75180392020922,-15.888408111433627
51018,Alto Pantanal,-57.19217736197204,-16.625373801514854
51019,Primavera do Leste,-54.565878397092334,-15.214095885158052
51020,Tesouro,-53.489081484018406,-16.015855446596028
51021,Rondonópolis,-54.62841698130851,-16.70414993528052
51022,Alto Araguaia,-53.48730931979606,-17.30358648038484
52001,São Miguel do Araguaia,-50.28718305613987,-13.958945898273166
52002,Rio Vermelho,-50.80769203451724,-15.424417433001912
52003,Aragarças,-51.87089375195403,-16.18761469748146
52004,Porangatu,-48.90557087920559,-13.947177183644174
52005,Chapada dos Veadeiros,-47.423335427294546,-13.807254290120897
52006,Ceres,-49.49196947811546,-15.114005152455698
52007,Anápolis,-49.45392458767059,-16.046751737319802
52008,Iporá,-50.913812824642605,-16.392466458645217
52009,Anicuns,-50.19091911646464,-16.435820050268305
52010,Goiânia,-49.205103179470036,-16.771667022077676
52011,Vão do Paranã,-46.55365930017579,-14.202892702445704
52012,Entorno de Brasília,-47.94827749499132,-15.768443287861235
52013,Sudoeste de Goiás,-51.922068925506565,-17.65790061968215
52014,Vale do Rio dos Bois,-50.2092165567999,-17.17620570683815
52015,Meia Ponte,-49.35125059671624,-17.87100451756159
52016,Pires do Rio,-48.442558229046654,-16.95648795483831
52017,Catalão,-47.95139610582464,-17.824497680974694
52018,Quirinópolis,-50.94505980012204,-18.724858082276697
53001,Brasília,-47.79671114211876,-15.780698945209076
