population,micro_code,micro_name,longitude,latitude
161358.0,29007,Bom Jesus da Lapa,-43.53648784183011,-13.366377367736774
266920.0,29008,Senhor do Bonfim,-40.45322351647344,-10.356892707826686
350636.0,29009,Irecê,-41.96686276705511,-11.556266202906182
315375.0,29010,Jacobina,-40.76158281776099,-11.245241423391782
247236.0,29011,Itaberaba,-40.449182441234605,-12.366163885666792
906417.0,29012,Feira de Santana,-39.35252085291617,-12.257255166261286
106964.0,29013,Jeremoabo,-38.34433615113749,-10.008250680619597
295783.0,29014,Euclides da Cunha,-39.218882783150896,-10.50604091877037
294178.0,29015,Ribeira do Pombal,-38.31497236928028,-10.896165755568262
384537.0,29016,Serrinha,-39.31663293373514,-11.523151186109
283973.0,29017,Alagoinhas,-38.29309025906939,-11.775919668307967
105852.0,29018,Entre Rios,-37.84509839671801,-11.90351107965188
190548.0,29019,Catu,-38.319285246349125,-12.402700045169317
510434.0,29020,Santo Antônio de Jesus,-39.0609957682872,-12.829276571446242
3082339.0,29021,Salvador,-38.453609973498864,-12.783284624248177
180205.0,29022,Boquira,-42.55231661405193,-12.632830385190934
253852.0,29023,Seabra,-41.45753943089903,-12.927292986327512
517694.0,29024,Jequié,-40.199668187299714,-13.469821853098418
92180.0,29025,Livramento do Brumado,-42.04648684202325,-13.603164828442928
355645.0,29026,Guanambi,-42.893239542278,-14.249700108862816
264556.0,29027,Brumado,-41.61707842186086,-14.513266142188384
628202.0,29028,Vitória da Conquista,-40.62922270296153,-14.65321936565774
211576.0,29029,Itapetinga,-40.36403679364491,-15.478348454505891
238648.0,29030,Valença,-39.18678837339643,-13.716880811688185
1091461.0,29031,Ilhéus-Itabuna,-39.4297205459228,-14.963517390131424
649428.0,29032,Porto Seguro,-39.744481174395695,-17.09162840761301
139528.0,31001,Unaí,-46.46188657762014,-15.912839414552382
199217.0,31002,Paracatu,-46.3404678396172,-17.63029495118576
259009.0,31003,Januária,-44.70594646383536,-15.282125929793454
240080.0,31004,Janaúba,-43.16692839583267,-15.425722500451345
201399.0,31005,Salinas,-42.152151954930986,-15.704928228778858
155685.0,31006,Pirapora,-45.12509936364664,-17.11976808493561
545838.0,31007,Montes Claros,-44.08288641938674,-16.35881937830166
40815.0,31008,Grão Mogol,-42.99962072292917,-16.65926127710829
63638.0,31009,Bocaiúva,-43.80250487878609,-17.35823155054496
81808.0,31010,Diamantina,-43.55204184425436,-18.086256143516948
187758.0,31011,Capelinha,-42.67665520562851,-17.44868371634032
151726.0,31012,Araçuaí,-41.87107918478217,-16.926977541914642
83707.0,31013,Pedra Azul,-41.44356133443629,-16.173819519330465
172680.0,31014,Almenara,-40.69774345916536,-16.332512787709017
258160.0,31015,Teófilo Otoni,-41.51143065697083,-17.764798092645037
118602.0,31016,Nanuque,-40.75858598090357,-17.453631543379725
133005.0,31017,Ituiutaba,-49.88588304139948,-18.967245845869808
717876.0,31018,Uberlândia,-48.63308039361856,-18.92686355760589
187086.0,31019,Patrocínio,-47.20353003783255,-18.723407393868257
236231.0,31020,Patos de Minas,-46.230700233962686,-18.89750567739009
155171.0,31021,Frutal,-49.82716460873881,-19.698279604913
295303.0,31022,Uberaba,-48.1428986765061,-19.701316643480133
175336.0,31023,Araxá,-47.02799907670586,-19.61260741530393
89669.0,31024,Três Marias,-45.21308785174675,-18.776231813836624
144074.0,31025,Curvelo,-44.39989068374364,-18.43034753000483
150417.0,31026,Bom Despacho,-45.46904450003522,-19.62863957147404
354160.0,31027,Sete Lagoas,-44.10778953887367,-19.278993190369967
88334.0,31028,Conceição do Mato Dentro,-43.364509232991736,-18.77857013397036
